destination_country,origin_country,year,value,source,dataset,measure_type,period,analysis_question,reason,sub_reason
France,Cameroon,2017,773,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Croatia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Italy,Cameroon,2017,1625,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Cyprus,Cameroon,2017,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Latvia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Lithuania,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Luxembourg,Cameroon,2017,13,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Hungary,Cameroon,2017,17,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Malta,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Netherlands,Cameroon,2017,31,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Austria,Cameroon,2017,35,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Poland,Cameroon,2017,11,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Portugal,Cameroon,2017,8,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Romania,Cameroon,2017,15,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Slovenia,Cameroon,2017,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Slovakia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Finland,Cameroon,2017,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Sweden,Cameroon,2017,25,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Iceland,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Liechtenstein,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Norway,Cameroon,2017,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Switzerland,Cameroon,2017,15,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
United Kingdom,Cameroon,2017,273,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Serbia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Belgium,Cameroon,2018,164,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Bulgaria,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Czechia,Cameroon,2018,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Denmark,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Germany,Cameroon,2018,241,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Estonia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Ireland,Cameroon,2018,27,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Greece,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Spain,Cameroon,2018,50,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
France,Cameroon,2018,867,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Croatia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Italy,Cameroon,2018,797,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Cyprus,Cameroon,2018,19,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Latvia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Lithuania,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Luxembourg,Cameroon,2018,10,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Hungary,Cameroon,2018,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Malta,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Netherlands,Cameroon,2018,17,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Austria,Cameroon,2018,36,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Poland,Cameroon,2018,16,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Portugal,Cameroon,2018,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Romania,Cameroon,2018,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Slovenia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Slovakia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Finland,Cameroon,2018,18,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Sweden,Cameroon,2018,46,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Iceland,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Liechtenstein,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Norway,Cameroon,2018,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Switzerland,Cameroon,2018,24,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
United Kingdom,Cameroon,2018,202,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Serbia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Belgium,Cameroon,2019,170,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Bulgaria,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Czechia,Cameroon,2019,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Denmark,Cameroon,2019,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Germany,Cameroon,2019,320,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Estonia,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Ireland,Cameroon,2019,20,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Greece,Cameroon,2019,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Spain,Cameroon,2019,62,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
France,Cameroon,2019,934,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Croatia,Cameroon,2019,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Italy,Cameroon,2019,803,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Cyprus,Cameroon,2019,21,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Latvia,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Lithuania,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Luxembourg,Cameroon,2019,22,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Hungary,Cameroon,2019,11,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Malta,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Netherlands,Cameroon,2019,22,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Austria,Cameroon,2019,30,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Poland,Cameroon,2019,8,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Portugal,Cameroon,2019,8,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Romania,Cameroon,2019,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Slovenia,Cameroon,2019,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Slovakia,Cameroon,2019,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Finland,Cameroon,2019,31,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Sweden,Cameroon,2019,72,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Iceland,Cameroon,2019,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Liechtenstein,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Norway,Cameroon,2019,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Switzerland,Cameroon,2019,11,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
United Kingdom,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Serbia,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Belgium,Cameroon,2020,169,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Bulgaria,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Czechia,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Denmark,Cameroon,2020,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Germany,Cameroon,2020,364,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Estonia,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Ireland,Cameroon,2020,33,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Greece,Cameroon,2020,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Spain,Cameroon,2020,65,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
France,Cameroon,2020,809,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Croatia,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Italy,Cameroon,2020,405,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Cyprus,Cameroon,2020,13,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Latvia,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Lithuania,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Luxembourg,Cameroon,2020,18,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Hungary,Cameroon,2020,12,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Malta,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Netherlands,Cameroon,2020,12,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Austria,Cameroon,2020,22,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Poland,Cameroon,2020,10,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Portugal,Cameroon,2020,11,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Romania,Cameroon,2020,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Slovenia,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Slovakia,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Finland,Cameroon,2020,21,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Sweden,Cameroon,2020,41,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Iceland,Cameroon,2020,3,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Liechtenstein,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Norway,Cameroon,2020,4,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Switzerland,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
United Kingdom,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Serbia,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Belgium,Cameroon,2021,231,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Bulgaria,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Czechia,Cameroon,2021,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Denmark,Cameroon,2021,9,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Germany,Cameroon,2021,459,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Estonia,Cameroon,2021,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Ireland,Cameroon,2021,26,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Greece,Cameroon,2021,301,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Spain,Cameroon,2021,88,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
France,Cameroon,2021,941,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Croatia,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Italy,Cameroon,2021,604,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Cyprus,Cameroon,2021,27,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Latvia,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Lithuania,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Luxembourg,Cameroon,2021,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Hungary,Cameroon,2021,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Malta,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Netherlands,Cameroon,2021,39,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Austria,Cameroon,2021,23,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Poland,Cameroon,2021,11,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Portugal,Cameroon,2021,8,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Romania,Cameroon,2021,6,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Slovenia,Cameroon,2021,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Slovakia,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Finland,Cameroon,2021,17,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Sweden,Cameroon,2021,42,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Iceland,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Liechtenstein,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Norway,Cameroon,2021,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Switzerland,Cameroon,2021,40,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
United Kingdom,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Serbia,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,other,not_applicable
Belgium,Cameroon,2022,262,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Bulgaria,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Czechia,Cameroon,2022,5,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Denmark,Cameroon,2022,3,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Germany,Cameroon,2022,481,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Estonia,Cameroon,2022,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Ireland,Cameroon,2022,40,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Greece,Cameroon,2022,338,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Spain,Cameroon,2022,74,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
France,Cameroon,2022,762,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Croatia,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Italy,Cameroon,2022,784,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Cyprus,Cameroon,2022,76,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Latvia,Cameroon,2022,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Lithuania,Cameroon,2022,32,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Luxembourg,Cameroon,2022,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Hungary,Cameroon,2022,5,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Malta,Cameroon,2022,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Netherlands,Cameroon,2022,26,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Austria,Cameroon,2022,33,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Poland,Cameroon,2022,13,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Portugal,Cameroon,2022,7,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Romania,Cameroon,2022,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Slovenia,Cameroon,2022,4,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Slovakia,Cameroon,2022,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Finland,Cameroon,2022,33,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Sweden,Cameroon,2022,30,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Iceland,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Liechtenstein,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Norway,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Switzerland,Cameroon,2022,42,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
United Kingdom,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Serbia,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Belgium,Cameroon,2023,360,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Bulgaria,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Czechia,Cameroon,2023,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Denmark,Cameroon,2023,9,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Germany,Cameroon,2023,549,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Estonia,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Ireland,Cameroon,2023,31,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Greece,Cameroon,2023,354,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Spain,Cameroon,2023,111,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
France,Cameroon,2023,960,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Croatia,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Italy,Cameroon,2023,2561,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Cyprus,Cameroon,2023,63,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Latvia,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Lithuania,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Luxembourg,Cameroon,2023,3,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Hungary,Cameroon,2023,5,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Malta,Cameroon,2023,9,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Netherlands,Cameroon,2023,24,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Austria,Cameroon,2023,51,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Poland,Cameroon,2023,18,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Portugal,Cameroon,2023,14,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Romania,Cameroon,2023,9,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Slovenia,Cameroon,2023,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Slovakia,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Finland,Cameroon,2023,28,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Sweden,Cameroon,2023,29,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Iceland,Cameroon,2023,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Liechtenstein,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Norway,Cameroon,2023,4,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Switzerland,Cameroon,2023,27,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
United Kingdom,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Serbia,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Belgium,Cameroon,2024,458,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Bulgaria,Cameroon,2024,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Czechia,Cameroon,2024,5,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Denmark,Cameroon,2024,3,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Germany,Cameroon,2024,436,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Estonia,Cameroon,2024,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Ireland,Cameroon,2024,34,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Greece,Cameroon,2024,224,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Spain,Cameroon,2024,51,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
France,Cameroon,2024,1021,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Croatia,Cameroon,2024,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Italy,Cameroon,2024,1526,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Cyprus,Cameroon,2024,250,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Latvia,Cameroon,2024,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Lithuania,Cameroon,2024,7,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Luxembourg,Cameroon,2024,16,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Hungary,Cameroon,2024,5,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Malta,Cameroon,2024,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
Netherlands,Cameroon,2024,25,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,other,not_applicable
